2,1,1,6
3,2,3,9
4,4,5,13
5,7,7,19
6,11,10,25
7,16,14,26
8,25,16,33
9,35,18,38
10,31,21,41
11,48,26,57
12,56,30,57
13,46,37,62
14,72,40,74
15,70,39,81
16,89,43,74
17,79,50,89
18,82,57,100
19,101,62,114
20,98,60,100
21,131,71,109
22,157,70,125
23,150,76,140
24,137,82,139
25,176,85,166
26,191,92,187
27,185,98,163
28,224,105,195
29,234,110,189
30,263,108,181
31,248,120,223
32,312,125,196
33,306,126,230
34,372,124,237
35,318,136,218
36,360,145,260
37,471,149,234
38,406,155,253
39,423,151,245
40,447,161,288
41,507,166,251
42,519,181,275
43,500,181,302
44,542,192,304
45,544,189,374
46,595,196,324
47,610,208,349
48,497,210,428
49,620,214,349
50,708,227,333
51,770,230,461
52,738,239,391
53,728,238,416
54,876,248,391
55,913,247,421
56,871,255,420
57,654,265,389
58,833,263,458
59,1059,269,426
60,1075,283,510
61,983,292,462
62,1073,289,451
63,992,294,557
64,950,307,490
65,1114,316,475
66,1188,320,582
67,944,328,504
68,1224,325,480
69,1290,343,568
70,1322,349,496
71,1261,355,502
72,1559,360,509
73,1332,365,551
74,1255,370,625
75,1582,378,590
76,1503,394,543
77,1474,380,729
78,1812,389,595
79,1645,395,610
80,1513,397,667
81,1655,426,615
82,1704,417,752
83,1949,433,653
84,1798,434,716
85,1748,446,699
86,1843,443,698
87,1765,460,686
88,2034,463,756
89,2019,468,861
90,2226,473,733
91,2125,479,747
92,2355,495,864
93,2171,492,848
94,2224,500,913
95,2340,505,757
96,2408,515,789
97,2441,531,771
98,2774,528,862
99,2559,532,753
100,2409,543,835
101,2937,557,937
102,2537,555,801
103,2937,568,964
104,2293,566,874
105,2617,582,976
106,2788,582,840
107,3029,588,904
108,3038,592,943
109,3302,597,939
110,2928,605,1080
111,3413,619,1146
112,3064,626,884
113,3372,629,903
114,3228,639,955
115,3114,632,996
116,3385,645,984
117,3660,654,1029
118,3759,663,951
